3819, 1170
3622, 885
871, 713
1190, 832
2452, 2559
2457, 2433
3722, 534
2409, 1992
2629, 2133
2879, 2647
967, 728
725, 745
687, 418
957, 991
3674, 482
3652, 563
4032, 417
2431, 2266
4248, 662
4272, 680
4032, 745
4099, 1019
604, 774
2956, 2215
2296, 2902
2758, 2504
3922, 1117
2958, 2437
2163, 2155
2267, 2950
2459, 2890
4403, 997
4472, 665
4031, 532
1005, 1140
697, 1062
2665, 2144
3573, 1033
620, 827
1814, 2391
448, 776
2140, 2933
3979, 1209
731, 582
2438, 2577
2645, 2895
2401, 1953
3560, 737
950, 883
4209, 1026
2020, 2629
459, 851
2534, 2537
1187, 883
822, 1155
569, 888
743, 732
2137, 2612
789, 1072
451, 929
3848, 880
689, 924
2397, 2021
2683, 2888
1119, 857
2740, 2488
3813, 1084
2700, 2692
2239, 2568
4258, 839
3989, 534
4079, 522
3702, 961
562, 926
2955, 2279
2523, 2519
2333, 1965
528, 1083
911, 820
2012, 2530
974, 1070
3753, 910
3848, 1233
2192, 2768
4137, 678
4430, 973
3867, 1275
3997, 1177
1938, 2404
607, 875
2122, 2166
3744, 630
3884, 1167
2324, 2217
2037, 2028
2608, 2599
3669, 604
640, 665
1087, 825
3938, 366
1004, 1140
2256, 2690
565, 747
1011, 978
2816, 2307
946, 710
4213, 858
1977, 2265
4173, 667
4471, 825
3773, 1239
455, 975
884, 720
2624, 1992
3682, 452
2702, 2354
2374, 1967
817, 981
912, 425
1980, 2124
4115, 671
1833, 2307
2181, 2365
804, 968
3707, 618
2261, 2447
2195, 1909
2369, 1902
448, 822
3777, 1176
894, 1153
4049, 584
4323, 1169
715, 1006
2464, 2266
713, 639
4214, 446
2372, 2859
1120, 770
891, 1076
2266, 2244
2759, 2492
1156, 780
3781, 1214
3843, 1087
3967, 1183
3745, 989
3558, 616
969, 990
715, 481
851, 474
766, 1028
664, 589
2095, 2106
2387, 2083
3706, 1093
559, 717
2602, 2015
4062, 547
922, 961
423, 910
1946, 2011
2425, 2337
2618, 2695
485, 798
3995, 1025
2234, 2602
492, 945
1068, 1019
2916, 2553
808, 781
3703, 934
2501, 2509
771, 474
2717, 2480
2646, 2680
3664, 799
4017, 345
854, 944
462, 838
2503, 2149
2049, 2770
3795, 1009
4131, 400
2895, 2719
2713, 2623
2819, 2488
3696, 575
467, 738
3560, 753
3841, 1011
4288, 1095
570, 847
2633, 2778
4301, 1000
3669, 480
2279, 2284
2224, 2608
4072, 1290
2029, 2837
1974, 2422
711, 1025
4265, 1124
2244, 2929
2832, 2013
4356, 1141
862, 1061
2401, 2582
2516, 1958
4089, 407
3791, 866
3664, 629
1050, 667
3981, 327
1003, 969
677, 420
917, 1120
1006, 811
622, 922
2441, 2610
641, 598
3682, 511
2368, 1945
739, 894
1078, 580
3730, 639
928, 944
2849, 2457
559, 1107
2423, 2502
3621, 791
4311, 923
2731, 2652
701, 880
4216, 771
2109, 2402
2092, 2290
2549, 2675
4078, 1206
2160, 2484
578, 512
988, 866
2643, 1979
444, 980
4458, 918
764, 1036
1985, 2129
1817, 2529
2031, 2001
3932, 1168
4309, 682
2899, 2267
4374, 677
2027, 2386
4166, 1231
2085, 2555
3977, 863
2578, 2220
671, 573
1033, 622
4163, 654
3735, 867
2143, 2278
4117, 429
3542, 700
4067, 391
4147, 985
1005, 821
2657, 2421
4029, 675
2874, 2370
510, 912
1141, 745
853, 640
564, 1072
2187, 2134
2806, 2565
2739, 2101
4282, 654
525, 823
2065, 2508
3787, 1076
1091, 723
571, 939
3865, 826
2933, 2634
2146, 2002
4390, 1023
720, 516
588, 464
4084, 640
3733, 872
1051, 734
735, 494
2807, 2179
2354, 2801
607, 456
2530, 2812
1937, 2627
2095, 2837
4127, 1237
4212, 545
2663, 2153
3835, 357
709, 1148
635, 1030
733, 1193
3779, 403
2105, 2681
2753, 1982
1033, 1016
938, 795
750, 572
2246, 2395
878, 505
2908, 2446
3944, 1191
3701, 620
2443, 2881
2141, 2684
3926, 627
714, 562
600, 801
4159, 377
3831, 1126
3710, 620
1090, 701
1090, 1020
503, 840
784, 1005
2979, 2442
3840, 1047
2022, 2320
2395, 2524
2313, 2850
854, 644
4242, 710
4154, 1057
654, 1128
2849, 2575
4171, 391
2315, 2675
915, 989
841, 1102
2978, 2423
2185, 2159
3774, 739
3940, 788
2434, 2136
2459, 2576
4014, 387
433, 944
936, 1062
2124, 2480
3776, 1209
3929, 907
4249, 719
4082, 546
4329, 925
916, 613
717, 1022
2370, 2515
2287, 2442
2908, 2539
2233, 2341
878, 812
2398, 2419
622, 765
792, 993
523, 815
4130, 1195
4225, 1234
653, 850
2163, 2749
746, 1023
2314, 2405
2817, 2600
2517, 1958
2709, 2719
2704, 2476
2549, 2295
2648, 2758
708, 496
1103, 759
2388, 2231
3536, 700
564, 1033
2097, 2764
2973, 2347
4327, 892
4092, 486
2426, 2593
2419, 2735
738, 1071
2314, 1839
825, 671
2110, 2591
3946, 1034
524, 825
1911, 2253
850, 1002
2525, 1953
4217, 489
860, 865
2885, 2119
4394, 667
721, 1141
2735, 2260
602, 940
4098, 484
734, 694
2304, 1843
2263, 2616
730, 598
2347, 2785
2734, 2336
4027, 1226
2881, 2711
3854, 954
1856, 2622
2933, 2315
818, 888
4145, 589
3542, 921
2885, 2435
2023, 2093
3927, 908
2817, 2484
839, 405
2120, 2829
786, 934
1907, 2419
916, 796
743, 861
2496, 2693
2287, 2192
4068, 969
2130, 2592
707, 943
2327, 2934
535, 814
2533, 2282
3966, 1068
3960, 632
1891, 2452
1991, 2027
885, 1137
3588, 740
4210, 541
774, 914
1057, 641
3827, 881
2084, 2063
2578, 2926
1877, 2472
3704, 407
2774, 2821
2291, 2593
4222, 543
2200, 1920
2332, 2250
2666, 2290
2913, 2663
992, 796
619, 1003
871, 735
429, 926
2051, 2866
2410, 1933
4028, 590
3813, 359
2155, 2123
588, 534
932, 840
4346, 1119
1142, 662
3864, 1119
550, 925
760, 1158
2721, 2584
4469, 716
2328, 2773
608, 466
2008, 2654
4010, 449
4327, 659
3755, 402
4035, 404
4195, 437
2540, 1845
676, 432
493, 928
3810, 1253
2728, 2375
1138, 736
684, 928
2813, 2725
2769, 2701
4365, 767
3790, 872
2252, 2468
2206, 2080
2105, 2042
2710, 2616
2391, 2453
2699, 2104
4210, 392
2222, 2130
2401, 2554
2161, 2198
2745, 2021
4058, 860
4076, 495
4037, 605
788, 644
4286, 406
2776, 2118
2987, 2459
608, 777
1179, 732
4198, 749
876, 1009
4221, 567
3998, 433
3650, 522
3726, 1057
1822, 2281
577, 820
2551, 1959
2221, 2591
739, 565
3977, 1255
2725, 1997
4168, 796
2125, 2685
594, 841
2427, 1931
3812, 888
2513, 2781
2707, 2044
3841, 327
746, 460
4238, 396
2388, 2315
4024, 499
689, 420
3788, 774
4050, 554
2415, 2792
515, 790
2327, 1919
2681, 2548
976, 635
456, 850
2713, 2342
2479, 2307
4370, 1023
1056, 739
2363, 2467
4372, 533
2375, 2314
2484, 2705
916, 536
799, 771
2936, 2344
3806, 758
1196, 831
3733, 630
917, 524
2735, 2360
3813, 552
2377, 2389
2492, 2890
4041, 590
1064, 557
4129, 484
2308, 2655
703, 524
2726, 2894
4045, 368
4237, 936
4309, 503
2201, 2344
1079, 649
770, 612
1954, 2577
588, 862
2129, 2287
705, 626
2729, 2692
3779, 434
2601, 2103
2709, 2310
2803, 2661
1138, 624
3890, 616
3996, 397
3778, 1234
2099, 2110
1027, 1044
1861, 2562
3901, 547
3693, 658
4048, 667
995, 608
3721, 1071
745, 982
2408, 1825
2980, 2420
4251, 747
4333, 429
3812, 640
2499, 2023
786, 577
3955, 553
2028, 2440
2862, 2327
509, 867
3968, 1136
4262, 1033
4234, 719
2640, 2569
443, 673
644, 955
2720, 1943
596, 1100
2492, 1979
683, 668
850, 1152
2210, 2065
741, 842
4008, 1025
4092, 1276
2357, 2621
1135, 955
655, 478
2539, 1934
2711, 2444
3751, 441
846, 630
3934, 749
4113, 825
3689, 1170
3759, 522
4283, 862
4054, 485
3621, 757
972, 658
4309, 445
3594, 534
820, 746
955, 941
3753, 424
2065, 1913
2616, 2942
4152, 886
4113, 938
3778, 406
2221, 2023
2521, 2778
1877, 2654
2167, 1961
2595, 2615
2260, 2265
982, 475
2505, 1812
2606, 2416
680, 1138
4131, 373
1051, 510
4222, 533
2123, 2276
735, 821
2209, 2057
799, 1042
3685, 476
4196, 517
2516, 2164
4209, 825
3982, 783
733, 1130
2585, 2543
2172, 2886
4407, 650
1888, 2272
4407, 815
2352, 2042
3535, 910
1040, 987
972, 455
787, 970
855, 885
2915, 2110
1878, 2324
2455, 2478
3847, 784
3556, 846
583, 889
2910, 2528
4279, 504
729, 883
782, 401
2360, 2738
2260, 2876
2156, 2804
3898, 731
3722, 1125
2480, 2559
3636, 791
2852, 2078
3605, 1010
2028, 2712
3909, 1081
3725, 983
4372, 646
2768, 2095
2105, 2661
1947, 2429
3512, 695
1988, 2638
4245, 571
595, 1095
1929, 2461
4131, 1115
2528, 2038
4215, 557
1967, 2389
642, 1053
2307, 1861
3748, 567
817, 699
1143, 987
2746, 2105
561, 1023
4229, 903
3644, 824
3829, 809
817, 1019
2698, 1955
4157, 603
1096, 1000
865, 876
2573, 2736
4285, 603
2558, 2798
2428, 2976
2771, 2640
713, 1028
2075, 2615
2922, 2500
4362, 1008
4274, 735
2479, 2346
2943, 2378
1071, 1077
4309, 809
2750, 2032
4176, 691
4105, 891
4301, 786
489, 746
2431, 2290
800, 647
2939, 2408
2037, 2596
2393, 2621
757, 979
535, 656
2067, 2469
3968, 311
3680, 782
3709, 675
3813, 1090
2494, 1840
772, 635
2063, 2886
2485, 2570
1897, 2424
3902, 969
2945, 2217
4070, 1181
4192, 905
4303, 666
2614, 2493
946, 465
2723, 2162
